Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,24.22201156616211,24.582542419433594,24.032257080078125,24.582542419433594,17.610742568969727,35332399
2013-01-03,24.648956298828125,24.658443450927734,24.25047492980957,24.525617599487305,17.569965362548828,35580300
2013-01-04,24.525617599487305,24.658443450927734,24.440227508544922,24.629980087280273,17.64472770690918,30149565
2013-01-07,24.582542419433594,24.715370178222656,24.44971466064453,24.648956298828125,17.658321380615234,27172015
2013-01-08,24.667932510375977,24.905122756958008,24.648956298828125,24.686906814575195,17.685508728027344,32734078
2013-01-09,24.876659393310547,25.199241638183594,24.84819793701172,25.11385154724121,17.991365432739258,36057551
2013-01-10,25.16128921508789,25.398481369018555,25.03795051574707,25.388994216918945,18.188474655151367,35926433
2013-01-11,25.370019912719727,25.455408096313477,25.142314910888672,25.16128921508789,18.025352478027344,29319856
2013-01-14,25.246679306030273,25.502845764160156,25.18975257873535,25.370019912719727,18.174888610839844,25330360
2013-01-15,25.227703094482422,25.275142669677734,25.142314910888672,25.256166458129883,18.09332275390625,31553914
2013-01-16,25.170778274536133,25.256166458129883,25.142314910888672,25.246679306030273,18.086523056030273,30049856
2013-01-17,25.379507064819336,25.57874870300293,25.265655517578125,25.455408096313477,18.23605728149414,39122372
2013-01-18,25.218215942382812,25.303604125976562,24.99051284790039,25.180265426635742,18.03894805908203,57740228
2013-01-22,25.208728790283203,25.313093185424805,25.06641387939453,25.313093185424805,18.134103775024414,34011315
2013-01-23,25.16128921508789,25.370019912719727,25.094877243041992,25.284629821777344,18.113712310791016,32838951
2013-01-24,25.493358612060547,25.90132713317871,25.464895248413086,25.474382400512695,18.249645233154297,46845030
2013-01-25,25.59772300720215,25.616697311401367,25.388994216918945,25.616697311401367,18.35160255432129,54951871
2013-01-28,25.71157455444336,25.74952507019043,25.464895248413086,25.464895248413086,18.242856979370117,48228194
2013-01-29,25.559772491455078,26.41366195678711,25.464895248413086,26.280834197998047,18.82738494873047,80102314
2013-01-30,26.119544982910156,26.25237274169922,25.986717224121094,26.100568771362305,18.861665725708008,47638060
2013-01-31,26.015180587768555,26.157495498657227,25.882352828979492,25.882352828979492,18.703969955444336,34747323
2013-02-01,26.166982650756836,26.37571144104004,25.967742919921875,26.214420318603516,18.943937301635742,36676987
2013-02-04,25.967742919921875,26.072105407714844,25.77798843383789,25.77798843383789,18.628551483154297,32521802
2013-02-05,25.844402313232422,26.185958862304688,25.834915161132812,26.100568771362305,18.861665725708008,28883711
2013-02-06,26.015180587768555,26.091081619262695,25.891841888427734,25.920303344726562,18.731395721435547,29236801
2013-02-07,25.929790496826172,25.958253860473633,25.55028533935547,25.57874870300293,18.48457145690918,40492677
2013-02-08,25.57874870300293,25.645160675048828,25.417457580566406,25.502845764160156,18.429723739624023,39466608
2013-02-11,25.5123348236084,25.834915161132812,25.5123348236084,25.74952507019043,18.607980728149414,27722308
2013-02-12,25.74952507019043,25.7874755859375,25.607210159301758,25.607210159301758,18.505142211914062,22303062
2013-02-13,25.62618637084961,25.796964645385742,25.455408096313477,25.616697311401367,18.511995315551758,25194816
2013-02-14,25.531309127807617,25.74952507019043,25.436433792114258,25.67362403869629,18.553136825561523,25517235
2013-02-15,25.75901222229004,26.024667739868164,25.73055076599121,25.891841888427734,18.710832595825195,31177636
2013-02-19,25.996204376220703,26.29032325744629,25.977230072021484,26.29032325744629,18.998796463012695,29956788
2013-02-20,26.233396530151367,26.32827377319336,26.138519287109375,26.157495498657227,18.902803421020508,27465343
2013-02-21,26.005693435668945,26.129032135009766,25.834915161132812,26.005693435668945,18.793107986450195,25840918
2013-02-22,26.072105407714844,26.091081619262695,25.74003791809082,25.977230072021484,18.772539138793945,31332153
2013-02-25,25.81593894958496,25.948766708374023,25.464895248413086,25.464895248413086,18.40229606628418,37458528
2013-02-26,25.5123348236084,25.71157455444336,25.445920944213867,25.645160675048828,18.532567977905273,31605244
2013-02-27,25.55028533935547,26.129032135009766,25.540796279907227,26.005693435668945,18.793107986450195,25699787
2013-02-28,25.967742919921875,26.223909378051758,25.958253860473633,25.967742919921875,18.76567840576172,31720341
2013-03-01,25.7874755859375,26.043643951416016,25.75901222229004,25.986717224121094,18.779388427734375,30636302
2013-03-04,25.910816192626953,26.280834197998047,25.863378524780273,26.271347045898438,18.985078811645508,26275271
2013-03-05,26.347248077392578,26.755218505859375,26.347248077392578,26.631879806518555,19.245620727539062,32779716
2013-03-06,26.660341262817383,26.764705657958984,26.49905014038086,26.679317474365234,19.279903411865234,28585850
2013-03-07,26.736242294311523,26.925996780395508,26.679317474365234,26.821632385253906,19.38274383544922,29190319
2013-03-08,26.878557205200195,26.907020568847656,26.603416442871094,26.745731353759766,19.32789421081543,28489198
2013-03-11,26.717267990112305,26.859582901000977,26.660341262817383,26.802656173706055,19.369029998779297,26867830
2013-03-12,26.783681869506836,26.783681869506836,26.45161247253418,26.5085391998291,19.1564884185791,31315816
2013-03-13,26.49905014038086,26.64136505126953,26.37571144104004,26.584440231323242,19.211339950561523,26071955
2013-03-14,26.603416442871094,26.669828414916992,26.45161247253418,26.669828414916992,19.273042678833008,29284547
2013-03-15,26.41366195678711,26.622390747070312,26.33776092529297,26.584440231323242,19.211339950561523,66547874
2013-03-18,26.31878662109375,26.793169021606445,26.31878662109375,26.603416442871094,19.22504997253418,30906547
2013-03-19,26.660341262817383,26.783681869506836,26.47058868408203,26.55597686767578,19.190767288208008,28572570
2013-03-20,26.726755142211914,26.944971084594727,26.669828414916992,26.840606689453125,19.396459579467773,32354006
2013-03-21,26.726755142211914,26.869070053100586,26.59392738342285,26.669828414916992,19.273042678833008,24856693
2013-03-22,26.679317474365234,26.935483932495117,26.669828414916992,26.925996780395508,19.45816421508789,24346346
2013-03-25,26.99241065979004,27.049335479736328,26.546489715576172,26.717267990112305,19.307329177856445,32376350
2013-03-26,26.812143325805664,27.191650390625,26.783681869506836,27.13472557067871,19.6090030670166,33567476
2013-03-27,27.05882453918457,27.191650390625,26.99241065979004,27.17267608642578,19.636425018310547,24848999
2013-03-28,27.191650390625,27.419355392456055,27.15369987487793,27.381404876708984,19.787269592285156,29449919
2013-04-01,27.277040481567383,27.362428665161133,27.21062660217285,27.362428665161133,19.773555755615234,20320698
2013-04-02,27.485769271850586,27.81783676147461,27.457305908203125,27.73244857788086,20.040950775146484,25743845
2013-04-03,27.73244857788086,27.836811065673828,27.400379180908203,27.542694091796875,19.903820037841797,36399679
2013-04-04,27.685009002685547,27.93168830871582,27.552181243896484,27.666034698486328,19.99295425415039,32182941
2013-04-05,27.476280212402344,27.7039852142334,27.438329696655273,27.609107971191406,19.95181655883789,32083655
2013-04-08,27.495256423950195,27.675521850585938,27.17267608642578,27.666034698486328,19.99295425415039,27358994
2013-04-09,27.542694091796875,27.84630012512207,27.466793060302734,27.618595123291016,19.958675384521484,29030744
2013-04-10,27.979127883911133,28.462997436523438,27.94117546081543,28.387096405029297,20.514034271240234,43192288
2013-04-11,28.396583557128906,29.24098777770996,28.387096405029297,29.070209503173828,21.007686614990234,57609954
2013-04-12,28.889942169189453,29.29791259765625,28.889942169189453,29.09867286682129,21.02825927734375,41170399
2013-04-15,29.041746139526367,29.40227699279785,28.889942169189453,28.889942169189453,20.87742042541504,49449991
2013-04-16,28.975332260131836,29.40227699279785,28.918405532836914,29.354839324951172,21.213376998901367,33158418
2013-04-17,29.22201156616211,29.354839324951172,28.965843200683594,29.28842544555664,21.165380477905273,33984649
2013-04-18,29.26944923400879,29.354839324951172,28.918405532836914,29.022769927978516,20.973407745361328,33504236
2013-04-19,29.155597686767578,29.468690872192383,29.041746139526367,29.468690872192383,21.295652389526367,30811582
2013-04-22,29.4876651763916,29.506641387939453,29.18406105041504,29.34535026550293,21.206518173217773,27501917
2013-04-23,29.392789840698242,29.554079055786133,29.060720443725586,29.4876651763916,21.309364318847656,35064683
2013-04-24,29.4876651763916,29.535104751586914,28.994306564331055,29.032257080078125,20.980262756347656,33218813
2013-04-25,29.079696655273438,29.089183807373047,28.387096405029297,28.70967674255371,20.747150421142578,37503850
2013-04-26,27.73244857788086,28.62428855895996,27.314990997314453,28.54838752746582,20.630596160888672,56938556
2013-04-29,28.57685089111328,29.013282775878906,28.396583557128906,28.870967864990234,20.863706588745117,29225944
2013-04-30,27.91271209716797,28.35863494873047,27.542694091796875,27.580644607543945,19.931249618530273,73771463
2013-05-01,27.352941513061523,28.206830978393555,27.324478149414062,27.419355392456055,19.81468963623047,47523595
2013-05-02,27.542694091796875,27.82732391357422,27.504743576049805,27.770397186279297,20.068378448486328,33580651
2013-05-03,28.017078399658203,28.111953735351562,27.229602813720703,27.476280212402344,19.855825424194336,46189758
2013-05-06,27.447818756103516,27.447818756103516,27.229602813720703,27.248577117919922,19.691280364990234,34897518
2013-05-07,27.409866333007812,27.685009002685547,27.352941513061523,27.542694091796875,19.903820037841797,32626043
2013-05-08,27.409866333007812,27.533206939697266,27.11574935913086,27.25806427001953,19.862340927124023,32409551
2013-05-09,27.277040481567383,27.2960147857666,26.963947296142578,27.13472557067871,19.772472381591797,29331661
2013-05-10,27.12523651123047,27.324478149414062,27.10626220703125,27.248577117919922,19.855430603027344,34849140
2013-05-13,27.277040481567383,27.86527442932129,27.201139450073242,27.86527442932129,20.30480194091797,35360330
2013-05-14,27.88425064086914,27.988615036010742,27.77988624572754,27.89373779296875,20.325550079345703,34493309
2013-05-15,27.89373779296875,28.168880462646484,27.685009002685547,28.045541763305664,20.436161041259766,31132314
2013-05-16,27.96015167236328,28.064516067504883,27.722959518432617,27.751422882080078,20.22184944152832,29100413
2013-05-17,27.713472366333008,27.86527442932129,27.352941513061523,27.476280212402344,20.021352767944336,39671401
2013-05-20,27.485769271850586,27.533206939697266,27.18216323852539,27.229602813720703,19.841604232788086,33877879
2013-05-21,27.23908805847168,27.352941513061523,26.859582901000977,27.305503845214844,19.896909713745117,46481400
2013-05-22,28.036052703857422,28.50094985961914,27.713472366333008,27.798860549926758,20.256412506103516,88192185
2013-05-23,27.590133666992188,27.82732391357422,27.371917724609375,27.618595123291016,20.12505531311035,54498546
2013-05-24,27.381404876708984,27.618595123291016,27.21062660217285,27.552181243896484,20.076663970947266,36975269
2013-05-28,27.798860549926758,27.988615036010742,27.457305908203125,27.523719787597656,20.055923461914062,39892741
2013-05-29,27.381404876708984,27.419355392456055,26.660341262817383,26.831119537353516,19.55123519897461,51500337
2013-05-30,26.9165096282959,26.99241065979004,26.669828414916992,26.802656173706055,19.53049659729004,45446477
2013-05-31,26.821632385253906,26.821632385253906,25.834915161132812,25.834915161132812,18.82532501220703,94549808
2013-06-03,25.90132713317871,26.347248077392578,25.73055076599121,26.32827377319336,19.18482780456543,60711243
2013-06-04,26.4041748046875,26.612903594970703,25.929790496826172,26.242883682250977,19.122608184814453,73749645
