Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,299.94000244140625,300.69000244140625,298.8399963378906,299.0,299.0,2932200
2022-01-03,300.1000061035156,301.29998779296875,299.20001220703125,300.7900085449219,300.7900085449219,3570300
2022-01-04,301.6499938964844,309.2099914550781,301.6499938964844,308.5299987792969,308.5299987792969,6003300
2022-01-05,309.8699951171875,314.4800109863281,309.5,309.9200134277344,309.9200134277344,6888300
2022-01-06,312.9800109863281,314.1099853515625,310.2200012207031,313.2200012207031,313.2200012207031,5137200
2022-01-07,315.55999755859375,320.20001220703125,314.1400146484375,319.7799987792969,319.7799987792969,5618300
2022-01-10,321.3999938964844,322.1000061035156,315.1199951171875,318.92999267578125,318.92999267578125,5812300
2022-01-11,318.6099853515625,320.0,315.0400085449219,319.79998779296875,319.79998779296875,4247900
2022-01-12,320.6199951171875,321.04998779296875,317.260009765625,320.3900146484375,320.3900146484375,3580400
2022-01-13,321.0,323.4700012207031,320.1000061035156,321.260009765625,321.260009765625,4277900
2022-01-14,318.8699951171875,324.3999938964844,316.5,324.1300048828125,324.1300048828125,4913700
2022-01-18,322.2200012207031,323.2900085449219,318.07000732421875,320.2900085449219,320.2900085449219,5764200
2022-01-19,321.3500061035156,321.3500061035156,314.5799865722656,314.75,314.75,6086400
2022-01-20,315.5799865722656,317.17999267578125,310.67999267578125,311.010009765625,311.010009765625,4402300
2022-01-21,309.989990234375,311.0199890136719,304.1400146484375,305.2200012207031,305.2200012207031,6535400
2022-01-24,299.70001220703125,304.7300109863281,296.0799865722656,303.7300109863281,303.7300109863281,8504200
2022-01-25,301.8699951171875,309.1300048828125,294.80999755859375,307.19000244140625,307.19000244140625,6435400
2022-01-26,310.3999938964844,313.3299865722656,306.57000732421875,309.260009765625,309.260009765625,6119400
2022-01-27,311.70001220703125,315.9200134277344,305.30999755859375,307.6700134277344,307.6700134277344,5053200
2022-01-28,307.67999267578125,313.2900085449219,304.07000732421875,312.8999938964844,312.8999938964844,5238200
2022-01-31,312.0,313.29998779296875,307.8399963378906,313.0199890136719,313.0199890136719,5237600
2022-02-01,312.6400146484375,314.6000061035156,310.30999755859375,313.9599914550781,313.9599914550781,4347200
2022-02-02,313.57000732421875,320.1600036621094,313.0,319.6000061035156,319.6000061035156,4632200
2022-02-03,319.3299865722656,319.6499938964844,314.6099853515625,315.2300109863281,315.2300109863281,4151500
2022-02-04,315.8699951171875,317.8399963378906,312.70001220703125,314.989990234375,314.989990234375,3654700
2022-02-07,314.9100036621094,318.2200012207031,312.05999755859375,316.510009765625,316.510009765625,3129100
2022-02-08,318.2699890136719,322.6499938964844,316.0,321.44000244140625,321.44000244140625,6237800
2022-02-09,323.79998779296875,325.6300048828125,321.5400085449219,322.3800048828125,322.3800048828125,3995900
2022-02-10,320.989990234375,322.4599914550781,318.489990234375,319.8500061035156,319.8500061035156,7079700
2022-02-11,320.010009765625,323.1199951171875,317.739990234375,319.1400146484375,319.1400146484375,7493400
2022-02-14,319.6099853515625,320.42999267578125,312.1700134277344,314.2799987792969,314.2799987792969,8129100
2022-02-15,316.6400146484375,317.94000244140625,314.69000244140625,316.20001220703125,316.20001220703125,3681400
2022-02-16,315.0,316.8999938964844,314.2799987792969,315.6499938964844,315.6499938964844,3974100
2022-02-17,314.9800109863281,315.44000244140625,312.29998779296875,313.54998779296875,313.54998779296875,3632400
2022-02-18,313.8299865722656,315.67999267578125,313.0799865722656,314.79998779296875,314.79998779296875,4224500
2022-02-22,313.44000244140625,315.42999267578125,310.54998779296875,314.1600036621094,314.1600036621094,5102000
2022-02-23,316.0799865722656,316.79998779296875,309.3800048828125,309.989990234375,309.989990234375,5030600
2022-02-24,301.7799987792969,308.80999755859375,299.510009765625,308.2799987792969,308.2799987792969,8834700
2022-02-25,311.1600036621094,321.42999267578125,310.7799987792969,319.239990234375,319.239990234375,7484400
2022-02-28,317.3500061035156,322.0,315.19000244140625,321.45001220703125,321.45001220703125,7981000
2022-03-01,320.260009765625,321.20001220703125,313.5899963378906,316.8399963378906,316.8399963378906,6441400
2022-03-02,319.4800109863281,325.75,318.1199951171875,323.6400146484375,323.6400146484375,4506100
2022-03-03,326.6300048828125,329.4700012207031,323.8900146484375,327.739990234375,327.739990234375,4594300
2022-03-04,322.6600036621094,325.6099853515625,320.1199951171875,325.3399963378906,325.3399963378906,4709828
